excluir;unidade;ano;mes;grau;score;predicao_obito;saidas;obitos_esperados;obitos_ocorridos
05/2023;HJXXIII;2023;5;I;0 a 4;4;8;0,32;1
05/2023;HJXXIII;2023;5;II;5 a 9;8;27;2,16;3
05/2023;HJXXIII;2023;5;III;10 a 14;15;38;5,7;2
05/2023;HJXXIII;2023;5;IV;15 a 19;25;53;13,25;9
05/2023;HJXXIII;2023;5;V;20 a 24;40;18;7,2;4
05/2023;HJXXIII;2023;5;VI;25 a 29;55;10;5,5;5
05/2023;HJXXIII;2023;5;VII;30 a 34;75;2;1,5;1
05/2023;HJXXIII;2023;5;VIII;> 34;85;1;0,85;1
05/2023;HRAD;2023;5;I;0 a 4;4;0;0,0;0
05/2023;HRAD;2023;5;II;5 a 9;8;1;0,08;0
05/2023;HRAD;2023;5;III;10 a 14;15;5;0,75;0
05/2023;HRAD;2023;5;IV;15 a 19;25;8;2,0;2
05/2023;HRAD;2023;5;V;20 a 24;40;2;0,8;1
05/2023;HRAD;2023;5;VI;25 a 29;55;3;1,65;2
05/2023;HRAD;2023;5;VII;30 a 34;75;0;0,0;0
05/2023;HRAD;2023;5;VIII;> 34;85;0;0,0;0
05/2023;HRBJA;2023;5;I;0 a 4;4;0;0,0;0
05/2023;HRBJA;2023;5;II;5 a 9;8;0;0,0;0
05/2023;HRBJA;2023;5;III;10 a 14;15;2;0,3;0
05/2023;HRBJA;2023;5;IV;15 a 19;25;3;0,75;0
05/2023;HRBJA;2023;5;V;20 a 24;40;5;2,0;1
05/2023;HRBJA;2023;5;VI;25 a 29;55;0;0,0;0
05/2023;HRBJA;2023;5;VII;30 a 34;75;2;1,5;1
05/2023;HRBJA;2023;5;VIII;> 34;85;1;0,85;1
05/2023;HRJP;2023;5;I;0 a 4;4;6;0,24;1
05/2023;HRJP;2023;5;II;5 a 9;8;9;0,72;0
05/2023;HRJP;2023;5;III;10 a 14;15;12;1,8;3
05/2023;HRJP;2023;5;IV;15 a 19;25;13;3,25;3
05/2023;HRJP;2023;5;V;20 a 24;40;7;2,8;1
05/2023;HRJP;2023;5;VI;25 a 29;55;8;4,4;4
05/2023;HRJP;2023;5;VII;30 a 34;75;3;2,25;2
05/2023;HRJP;2023;5;VIII;> 34;85;1;0,85;0
05/2023;MOV;2023;5;I;0 a 4;4;3;0,12;0
05/2023;MOV;2023;5;II;5 a 9;8;7;0,56;0
05/2023;MOV;2023;5;III;10 a 14;15;14;2,1;0
05/2023;MOV;2023;5;IV;15 a 19;25;4;1,0;0
05/2023;MOV;2023;5;V;20 a 24;40;3;1,2;0
05/2023;MOV;2023;5;VI;25 a 29;55;3;1,65;1
05/2023;MOV;2023;5;VII;30 a 34;75;0;0,0;0
05/2023;MOV;2023;5;VIII;> 34;85;0;0,0;0
06/2023;HAC;2023;6;I;0 a 4;4;0;0,0;0
06/2023;HAC;2023;6;II;5 a 9;8;1;0,08;0
06/2023;HAC;2023;6;III;10 a 14;15;4;0,6;0
06/2023;HAC;2023;6;IV;15 a 19;25;12;3,0;1
06/2023;HAC;2023;6;V;20 a 24;40;10;4,0;1
06/2023;HAC;2023;6;VI;25 a 29;55;5;2,75;3
06/2023;HAC;2023;6;VII;30 a 34;75;2;1,5;2
06/2023;HAC;2023;6;VIII;> 34;85;1;0,85;1
06/2023;HEM;2023;6;I;0 a 4;4;0;0,0;0
06/2023;HEM;2023;6;II;5 a 9;8;7;0,56;0
06/2023;HEM;2023;6;III;10 a 14;15;6;0,9;1
06/2023;HEM;2023;6;IV;15 a 19;25;12;3,0;2
06/2023;HEM;2023;6;V;20 a 24;40;2;0,8;0
06/2023;HEM;2023;6;VI;25 a 29;55;3;1,65;0
06/2023;HEM;2023;6;VII;30 a 34;75;1;0,75;0
06/2023;HEM;2023;6;VIII;> 34;85;0;0,0;0
06/2023;HJK;2023;6;I;0 a 4;4;93;3,76;5
06/2023;HJK;2023;6;II;5 a 9;8;202;16,2;21
06/2023;HJK;2023;6;III;10 a 14;15;235;35,4;14
06/2023;HJK;2023;6;IV;15 a 19;25;222;55,6;30
06/2023;HJK;2023;6;V;20 a 24;40;147;58,8;32
06/2023;HJK;2023;6;VI;25 a 29;55;74;40,75;24
06/2023;HJK;2023;6;VII;30 a 34;75;33;24,85;13
06/2023;HJK;2023;6;VIII;> 34;85;18;15,350000000000001;14
06/2023;HJXXIII;2023;6;I;0 a 4;4;10;0,4;0
06/2023;HJXXIII;2023;6;II;5 a 9;8;13;1,04;0
06/2023;HJXXIII;2023;6;III;10 a 14;15;42;6,3;5
06/2023;HJXXIII;2023;6;IV;15 a 19;25;27;6,75;3
06/2023;HJXXIII;2023;6;V;20 a 24;40;24;9,6;4
06/2023;HJXXIII;2023;6;VI;25 a 29;55;8;4,4;3
06/2023;HJXXIII;2023;6;VII;30 a 34;75;3;2,25;3
06/2023;HJXXIII;2023;6;VIII;> 34;85;1;0,85;1
06/2023;HRAD;2023;6;I;0 a 4;4;0;0,0;0
06/2023;HRAD;2023;6;II;5 a 9;8;0;0,0;0
06/2023;HRAD;2023;6;III;10 a 14;15;4;0,6;0
06/2023;HRAD;2023;6;IV;15 a 19;25;10;2,5;2
06/2023;HRAD;2023;6;V;20 a 24;40;3;1,2;1
06/2023;HRAD;2023;6;VI;25 a 29;55;1;0,55;1
06/2023;HRAD;2023;6;VII;30 a 34;75;1;0,75;1
06/2023;HRAD;2023;6;VIII;> 34;85;0;0,0;0
06/2023;HRBJA;2023;6;I;0 a 4;4;0;0,0;0
06/2023;HRBJA;2023;6;II;5 a 9;8;1;0,08;0
06/2023;HRBJA;2023;6;III;10 a 14;15;1;0,15;1
06/2023;HRBJA;2023;6;IV;15 a 19;25;5;1,25;0
06/2023;HRBJA;2023;6;V;20 a 24;40;2;0,8;1
06/2023;HRBJA;2023;6;VI;25 a 29;55;2;1,1;1
06/2023;HRBJA;2023;6;VII;30 a 34;75;3;2,25;3
06/2023;HRBJA;2023;6;VIII;> 34;85;1;0,85;1
06/2023;HRJP;2023;6;I;0 a 4;4;0;0,0;0
06/2023;HRJP;2023;6;II;5 a 9;8;0;0,0;0
06/2023;HRJP;2023;6;III;10 a 14;15;2;0,3;1
06/2023;HRJP;2023;6;IV;15 a 19;25;10;2,5;1
06/2023;HRJP;2023;6;V;20 a 24;40;8;3,2;3
06/2023;HRJP;2023;6;VI;25 a 29;55;7;3,85;2
06/2023;HRJP;2023;6;VII;30 a 34;75;6;4,5;1
06/2023;HRJP;2023;6;VIII;> 34;85;4;3,4;1
06/2023;MOV;2023;6;I;0 a 4;4;2;0,08;0
06/2023;MOV;2023;6;II;5 a 9;8;6;0,48;0
06/2023;MOV;2023;6;III;10 a 14;15;10;1,5;0
06/2023;MOV;2023;6;IV;15 a 19;25;6;1,5;0
06/2023;MOV;2023;6;V;20 a 24;40;6;2,4;0
06/2023;MOV;2023;6;VI;25 a 29;55;1;0,55;1
06/2023;MOV;2023;6;VII;30 a 34;75;0;0,0;0
06/2023;MOV;2023;6;VIII;> 34;85;0;0,0;0
07/2023;HAC;2023;7;I;0 a 4;4;2;0,08;0
07/2023;HAC;2023;7;II;5 a 9;8;5;0,4;0
07/2023;HAC;2023;7;III;10 a 14;15;23;3,45;3
07/2023;HAC;2023;7;IV;15 a 19;25;10;2,5;0
07/2023;HAC;2023;7;V;20 a 24;40;2;0,8;1
07/2023;HAC;2023;7;VI;25 a 29;55;1;0,55;1
07/2023;HAC;2023;7;VII;30 a 34;75;0;0,0;0
07/2023;HAC;2023;7;VIII;> 34;85;3;2,55;3
07/2023;HEM;2023;7;I;0 a 4;4;0;0,0;0
07/2023;HEM;2023;7;II;5 a 9;8;0;0,0;0
07/2023;HEM;2023;7;III;10 a 14;15;3;0,45;0
07/2023;HEM;2023;7;IV;15 a 19;25;10;2,5;1
07/2023;HEM;2023;7;V;20 a 24;40;7;2,8;1
07/2023;HEM;2023;7;VI;25 a 29;55;7;3,85;3
07/2023;HEM;2023;7;VII;30 a 34;75;2;1,5;0
07/2023;HEM;2023;7;VIII;> 34;85;2;1,7;1
07/2023;HJK;2023;7;I;0 a 4;4;89;3,5999999999999996;5
07/2023;HJK;2023;7;II;5 a 9;8;195;15,64;20
07/2023;HJK;2023;7;III;10 a 14;15;242;36,45;13
07/2023;HJK;2023;7;IV;15 a 19;25;213;53,35;28
07/2023;HJK;2023;7;V;20 a 24;40;143;57,2;29
07/2023;HJK;2023;7;VI;25 a 29;55;68;37,449999999999996;26
07/2023;HJK;2023;7;VII;30 a 34;75;37;27,85;16
07/2023;HJK;2023;7;VIII;> 34;85;17;14,5;14
07/2023;HJXXIII;2023;7;I;0 a 4;4;8;0,32;0
07/2023;HJXXIII;2023;7;II;5 a 9;8;20;1,6;0
07/2023;HJXXIII;2023;7;III;10 a 14;15;31;4,65;7
07/2023;HJXXIII;2023;7;IV;15 a 19;25;27;6,75;2
07/2023;HJXXIII;2023;7;V;20 a 24;40;16;6,4;3
07/2023;HJXXIII;2023;7;VI;25 a 29;55;13;7,15;4
07/2023;HJXXIII;2023;7;VII;30 a 34;75;2;1,5;2
07/2023;HJXXIII;2023;7;VIII;> 34;85;1;0,85;1
07/2023;HRAD;2023;7;I;0 a 4;4;0;0,0;0
07/2023;HRAD;2023;7;II;5 a 9;8;0;0,0;0
07/2023;HRAD;2023;7;III;10 a 14;15;7;1,05;0
07/2023;HRAD;2023;7;IV;15 a 19;25;10;2,5;2
07/2023;HRAD;2023;7;V;20 a 24;40;3;1,2;0
07/2023;HRAD;2023;7;VI;25 a 29;55;1;0,55;0
07/2023;HRAD;2023;7;VII;30 a 34;75;1;0,75;1
07/2023;HRAD;2023;7;VIII;> 34;85;0;0,0;0
07/2023;HRBJA;2023;7;I;0 a 4;4;0;0,0;0
07/2023;HRBJA;2023;7;II;5 a 9;8;3;0,24;0
07/2023;HRBJA;2023;7;III;10 a 14;15;2;0,3;0
07/2023;HRBJA;2023;7;IV;15 a 19;25;9;2,25;2
07/2023;HRBJA;2023;7;V;20 a 24;40;4;1,6;1
07/2023;HRBJA;2023;7;VI;25 a 29;55;3;1,65;2
07/2023;HRBJA;2023;7;VII;30 a 34;75;0;0,0;0
07/2023;HRBJA;2023;7;VIII;> 34;85;0;0,0;0
07/2023;HRJP;2023;7;I;0 a 4;4;0;0,0;0
07/2023;HRJP;2023;7;II;5 a 9;8;5;0,4;1
07/2023;HRJP;2023;7;III;10 a 14;15;9;1,35;0
07/2023;HRJP;2023;7;IV;15 a 19;25;12;3,0;2
07/2023;HRJP;2023;7;V;20 a 24;40;12;4,8;2
07/2023;HRJP;2023;7;VI;25 a 29;55;2;1,1;1
07/2023;HRJP;2023;7;VII;30 a 34;75;7;5,25;6
07/2023;HRJP;2023;7;VIII;> 34;85;5;4,25;4
07/2023;MOV;2023;7;I;0 a 4;4;4;0,16;0
07/2023;MOV;2023;7;II;5 a 9;8;9;0,72;0
07/2023;MOV;2023;7;III;10 a 14;15;10;1,5;0
07/2023;MOV;2023;7;IV;15 a 19;25;5;1,25;0
07/2023;MOV;2023;7;V;20 a 24;40;3;1,2;0
07/2023;MOV;2023;7;VI;25 a 29;55;1;0,55;0
07/2023;MOV;2023;7;VII;30 a 34;75;0;0,0;0
07/2023;MOV;2023;7;VIII;> 34;85;4;3,4;0
08/2023;HAC;2023;8;I;0 a 4;4;1;0,04;0
08/2023;HAC;2023;8;II;5 a 9;8;7;0,56;1
08/2023;HAC;2023;8;III;10 a 14;15;10;1,5;1
08/2023;HAC;2023;8;IV;15 a 19;25;14;3,5;3
08/2023;HAC;2023;8;V;20 a 24;40;8;3,2;4
08/2023;HAC;2023;8;VI;25 a 29;55;4;2,2;2
08/2023;HAC;2023;8;VII;30 a 34;75;0;0,0;0
08/2023;HAC;2023;8;VIII;> 34;85;0;0,0;0
08/2023;HEM;2023;8;I;0 a 4;4;0;0,0;0
08/2023;HEM;2023;8;II;5 a 9;8;3;0,24;0
08/2023;HEM;2023;8;III;10 a 14;15;7;1,05;1
08/2023;HEM;2023;8;IV;15 a 19;25;2;0,5;0
08/2023;HEM;2023;8;V;20 a 24;40;11;4,4;3
08/2023;HEM;2023;8;VI;25 a 29;55;11;6,05;4
08/2023;HEM;2023;8;VII;30 a 34;75;3;2,25;2
08/2023;HEM;2023;8;VIII;> 34;85;3;2,55;1
08/2023;HJK;2023;8;I;0 a 4;4;91;3,6799999999999997;5
08/2023;HJK;2023;8;II;5 a 9;8;202;16,2;20
08/2023;HJK;2023;8;III;10 a 14;15;240;36,15;13
08/2023;HJK;2023;8;IV;15 a 19;25;234;58,6;29
08/2023;HJK;2023;8;V;20 a 24;40;152;60,8;33
08/2023;HJK;2023;8;VI;25 a 29;55;69;38,0;25
08/2023;HJK;2023;8;VII;30 a 34;75;40;30,1;16
08/2023;HJK;2023;8;VIII;> 34;85;18;15,350000000000001;15
08/2023;HJXXIII;2023;8;I;0 a 4;4;4;0,16;0
08/2023;HJXXIII;2023;8;II;5 a 9;8;16;1,28;1
08/2023;HJXXIII;2023;8;III;10 a 14;15;16;2,4;1
08/2023;HJXXIII;2023;8;IV;15 a 19;25;32;8,0;2
08/2023;HJXXIII;2023;8;V;20 a 24;40;14;5,6;4
08/2023;HJXXIII;2023;8;VI;25 a 29;55;2;1,1;2
08/2023;HJXXIII;2023;8;VII;30 a 34;75;2;1,5;2
08/2023;HJXXIII;2023;8;VIII;> 34;85;0;0,0;0
08/2023;HRAD;2023;8;I;0 a 4;4;0;0,0;0
08/2023;HRAD;2023;8;II;5 a 9;8;2;0,16;0
08/2023;HRAD;2023;8;III;10 a 14;15;3;0,45;0
08/2023;HRAD;2023;8;IV;15 a 19;25;6;1,5;0
08/2023;HRAD;2023;8;V;20 a 24;40;7;2,8;1
08/2023;HRAD;2023;8;VI;25 a 29;55;2;1,1;1
08/2023;HRAD;2023;8;VII;30 a 34;75;2;1,5;2
08/2023;HRAD;2023;8;VIII;> 34;85;0;0,0;0
08/2023;HRBJA;2023;8;I;0 a 4;4;0;0,0;0
08/2023;HRBJA;2023;8;II;5 a 9;8;4;0,32;0
08/2023;HRBJA;2023;8;III;10 a 14;15;3;0,45;0
08/2023;HRBJA;2023;8;IV;15 a 19;25;4;1,0;3
08/2023;HRBJA;2023;8;V;20 a 24;40;3;1,2;2
08/2023;HRBJA;2023;8;VI;25 a 29;55;1;0,55;1
08/2023;HRBJA;2023;8;VII;30 a 34;75;3;2,25;2
08/2023;HRBJA;2023;8;VIII;> 34;85;1;0,85;0
08/2023;HRJP;2023;8;I;0 a 4;4;0;0,0;0
08/2023;HRJP;2023;8;II;5 a 9;8;4;0,32;0
08/2023;HRJP;2023;8;III;10 a 14;15;7;1,05;1
08/2023;HRJP;2023;8;IV;15 a 19;25;12;3,0;1
08/2023;HRJP;2023;8;V;20 a 24;40;9;3,6;2
08/2023;HRJP;2023;8;VI;25 a 29;55;4;2,2;1
08/2023;HRJP;2023;8;VII;30 a 34;75;3;2,25;3
08/2023;HRJP;2023;8;VIII;> 34;85;6;5,1;5
08/2023;MOV;2023;8;I;0 a 4;4;0;0,0;0
08/2023;MOV;2023;8;II;5 a 9;8;9;0,72;0
08/2023;MOV;2023;8;III;10 a 14;15;9;1,35;0
08/2023;MOV;2023;8;IV;15 a 19;25;7;1,75;0
08/2023;MOV;2023;8;V;20 a 24;40;4;1,6;0
08/2023;MOV;2023;8;VI;25 a 29;55;3;1,65;0
08/2023;MOV;2023;8;VII;30 a 34;75;0;0,0;0
08/2023;MOV;2023;8;VIII;> 34;85;0;0,0;0
09/2023;HAC;2023;9;I;0 a 4;4;0;0,0;0
09/2023;HAC;2023;9;II;5 a 9;8;2;0,16;0
09/2023;HAC;2023;9;III;10 a 14;15;14;2,1;0
09/2023;HAC;2023;9;IV;15 a 19;25;13;3,25;1
09/2023;HAC;2023;9;V;20 a 24;40;7;2,8;1
09/2023;HAC;2023;9;VI;25 a 29;55;4;2,2;1
09/2023;HAC;2023;9;VII;30 a 34;75;1;0,75;1
09/2023;HAC;2023;9;VIII;> 34;85;0;0,0;0
09/2023;HEM;2023;9;I;0 a 4;4;0;0,0;0
09/2023;HEM;2023;9;II;5 a 9;8;4;0,32;0
09/2023;HEM;2023;9;III;10 a 14;15;9;1,35;1
09/2023;HEM;2023;9;IV;15 a 19;25;3;0,75;0
09/2023;HEM;2023;9;V;20 a 24;40;6;2,4;1
09/2023;HEM;2023;9;VI;25 a 29;55;4;2,2;2
09/2023;HEM;2023;9;VII;30 a 34;75;2;1,5;1
09/2023;HEM;2023;9;VIII;> 34;85;3;2,55;2
09/2023;HJK;2023;9;I;0 a 4;4;93;3,76;5
09/2023;HJK;2023;9;II;5 a 9;8;202;16,2;20
09/2023;HJK;2023;9;III;10 a 14;15;241;36,3;13
09/2023;HJK;2023;9;IV;15 a 19;25;229;57,35;30
09/2023;HJK;2023;9;V;20 a 24;40;144;57,6;31
09/2023;HJK;2023;9;VI;25 a 29;55;71;39,099999999999994;29
09/2023;HJK;2023;9;VII;30 a 34;75;32;24,1;14
09/2023;HJK;2023;9;VIII;> 34;85;19;16,2;13
09/2023;HJXXIII;2023;9;I;0 a 4;4;19;0,76;0
09/2023;HJXXIII;2023;9;II;5 a 9;8;18;1,44;2
09/2023;HJXXIII;2023;9;III;10 a 14;15;29;4,35;1
09/2023;HJXXIII;2023;9;IV;15 a 19;25;46;11,5;12
09/2023;HJXXIII;2023;9;V;20 a 24;40;15;6,0;3
09/2023;HJXXIII;2023;9;VI;25 a 29;55;7;3,85;4
09/2023;HJXXIII;2023;9;VII;30 a 34;75;4;3,0;4
09/2023;HJXXIII;2023;9;VIII;> 34;85;7;5,95;7
09/2023;HRAD;2023;9;I;0 a 4;4;0;0,0;0
09/2023;HRAD;2023;9;II;5 a 9;8;0;0,0;0
09/2023;HRAD;2023;9;III;10 a 14;15;5;0,75;0
09/2023;HRAD;2023;9;IV;15 a 19;25;9;2,25;1
09/2023;HRAD;2023;9;V;20 a 24;40;6;2,4;1
09/2023;HRAD;2023;9;VI;25 a 29;55;1;0,55;1
09/2023;HRAD;2023;9;VII;30 a 34;75;0;0,0;0
09/2023;HRAD;2023;9;VIII;> 34;85;0;0,0;0
09/2023;HRBJA;2023;9;I;0 a 4;4;0;0,0;0
09/2023;HRBJA;2023;9;II;5 a 9;8;0;0,0;0
09/2023;HRBJA;2023;9;III;10 a 14;15;1;0,15;0
09/2023;HRBJA;2023;9;IV;15 a 19;25;5;1,25;2
09/2023;HRBJA;2023;9;V;20 a 24;40;2;0,8;0
09/2023;HRBJA;2023;9;VI;25 a 29;55;4;2,2;2
09/2023;HRBJA;2023;9;VII;30 a 34;75;3;2,25;2
09/2023;HRBJA;2023;9;VIII;> 34;85;0;0,0;0
09/2023;HRJP;2023;9;I;0 a 4;4;0;0,0;0
09/2023;HRJP;2023;9;II;5 a 9;8;5;0,4;0
09/2023;HRJP;2023;9;III;10 a 14;15;6;0,9;0
09/2023;HRJP;2023;9;IV;15 a 19;25;14;3,5;3
09/2023;HRJP;2023;9;V;20 a 24;40;6;2,4;3
09/2023;HRJP;2023;9;VI;25 a 29;55;3;1,65;2
09/2023;HRJP;2023;9;VII;30 a 34;75;3;2,25;2
09/2023;HRJP;2023;9;VIII;> 34;85;2;1,7;2
09/2023;MOV;2023;9;I;0 a 4;4;5;0,2;2
09/2023;MOV;2023;9;II;5 a 9;8;4;0,32;0
09/2023;MOV;2023;9;III;10 a 14;15;8;1,2;0
09/2023;MOV;2023;9;IV;15 a 19;25;11;2,75;0
09/2023;MOV;2023;9;V;20 a 24;40;3;1,2;0
09/2023;MOV;2023;9;VI;25 a 29;55;0;0,0;0
09/2023;MOV;2023;9;VII;30 a 34;75;0;0,0;0
09/2023;MOV;2023;9;VIII;> 34;85;1;0,85;0
10/2023;HAC;2023;10;I;0 a 4;4;4;0,16;0
10/2023;HAC;2023;10;II;5 a 9;8;12;0,96;1
10/2023;HAC;2023;10;III;10 a 14;15;8;1,2;0
10/2023;HAC;2023;10;IV;15 a 19;25;3;0,75;2
10/2023;HAC;2023;10;V;20 a 24;40;5;2,0;0
10/2023;HAC;2023;10;VI;25 a 29;55;1;0,55;1
10/2023;HAC;2023;10;VII;30 a 34;75;1;0,75;0
10/2023;HAC;2023;10;VIII;> 34;85;1;0,85;1
10/2023;HEM;2023;10;I;0 a 4;4;0;0,0;0
10/2023;HEM;2023;10;II;5 a 9;8;3;0,24;0
10/2023;HEM;2023;10;III;10 a 14;15;10;1,5;0
10/2023;HEM;2023;10;IV;15 a 19;25;8;2,0;1
10/2023;HEM;2023;10;V;20 a 24;40;6;2,4;0
10/2023;HEM;2023;10;VI;25 a 29;55;4;2,2;2
10/2023;HEM;2023;10;VII;30 a 34;75;3;2,25;2
10/2023;HEM;2023;10;VIII;> 34;85;3;2,55;1
10/2023;HJK;2023;10;I;0 a 4;4;94;3,8;5
10/2023;HJK;2023;10;II;5 a 9;8;202;16,2;21
10/2023;HJK;2023;10;III;10 a 14;15;266;40,05;13
10/2023;HJK;2023;10;IV;15 a 19;25;230;57,6;31
10/2023;HJK;2023;10;V;20 a 24;40;142;56,8;31
10/2023;HJK;2023;10;VI;25 a 29;55;71;39,099999999999994;26
10/2023;HJK;2023;10;VII;30 a 34;75;34;25,6;14
10/2023;HJK;2023;10;VIII;> 34;85;18;15,350000000000001;15
10/2023;HJXXIII;2023;10;I;0 a 4;4;11;0,44;1
10/2023;HJXXIII;2023;10;II;5 a 9;8;39;3,12;1
10/2023;HJXXIII;2023;10;III;10 a 14;15;32;4,8;4
10/2023;HJXXIII;2023;10;IV;15 a 19;25;28;7,0;6
10/2023;HJXXIII;2023;10;V;20 a 24;40;14;5,6;5
10/2023;HJXXIII;2023;10;VI;25 a 29;55;6;3,3;3
10/2023;HJXXIII;2023;10;VII;30 a 34;75;1;0,75;1
10/2023;HJXXIII;2023;10;VIII;> 34;85;0;0,0;0
10/2023;HRAD;2023;10;I;0 a 4;4;0;0,0;0
10/2023;HRAD;2023;10;II;5 a 9;8;1;0,08;0
10/2023;HRAD;2023;10;III;10 a 14;15;2;0,3;0
10/2023;HRAD;2023;10;IV;15 a 19;25;0;0,0;0
10/2023;HRAD;2023;10;V;20 a 24;40;11;4,4;3
10/2023;HRAD;2023;10;VI;25 a 29;55;4;2,2;1
10/2023;HRAD;2023;10;VII;30 a 34;75;0;0,0;0
10/2023;HRAD;2023;10;VIII;> 34;85;0;0,0;0
10/2023;HRBJA;2023;10;I;0 a 4;4;1;0,04;0
10/2023;HRBJA;2023;10;II;5 a 9;8;1;0,08;0
10/2023;HRBJA;2023;10;III;10 a 14;15;1;0,15;0
10/2023;HRBJA;2023;10;IV;15 a 19;25;5;1,25;2
10/2023;HRBJA;2023;10;V;20 a 24;40;1;0,4;0
10/2023;HRBJA;2023;10;VI;25 a 29;55;4;2,2;2
10/2023;HRBJA;2023;10;VII;30 a 34;75;3;2,25;2
10/2023;HRBJA;2023;10;VIII;> 34;85;0;0,0;0
10/2023;HRJP;2023;10;I;0 a 4;4;0;0,0;0
10/2023;HRJP;2023;10;II;5 a 9;8;2;0,16;0
10/2023;HRJP;2023;10;III;10 a 14;15;6;0,9;0
10/2023;HRJP;2023;10;IV;15 a 19;25;15;3,75;3
10/2023;HRJP;2023;10;V;20 a 24;40;12;4,8;1
10/2023;HRJP;2023;10;VI;25 a 29;55;5;2,75;3
10/2023;HRJP;2023;10;VII;30 a 34;75;3;2,25;2
10/2023;HRJP;2023;10;VIII;> 34;85;1;0,85;1
10/2023;MOV;2023;10;I;0 a 4;4;2;0,08;2
10/2023;MOV;2023;10;II;5 a 9;8;3;0,24;0
10/2023;MOV;2023;10;III;10 a 14;15;21;3,15;0
10/2023;MOV;2023;10;IV;15 a 19;25;8;2,0;0
10/2023;MOV;2023;10;V;20 a 24;40;4;1,6;0
10/2023;MOV;2023;10;VI;25 a 29;55;5;2,75;0
10/2023;MOV;2023;10;VII;30 a 34;75;1;0,75;0
10/2023;MOV;2023;10;VIII;> 34;85;1;0,85;0
11/2023;HAC;2023;11;I;0 a 4;4;2;0,08;0
11/2023;HAC;2023;11;II;5 a 9;8;9;0,72;0
11/2023;HAC;2023;11;III;10 a 14;15;13;1,95;1
11/2023;HAC;2023;11;IV;15 a 19;25;0;0,0;0
11/2023;HAC;2023;11;V;20 a 24;40;3;1,2;0
11/2023;HAC;2023;11;VI;25 a 29;55;3;1,65;3
11/2023;HAC;2023;11;VII;30 a 34;75;0;0,0;0
11/2023;HAC;2023;11;VIII;> 34;85;1;0,85;1
11/2023;HEM;2023;11;I;0 a 4;4;0;0,0;0
11/2023;HEM;2023;11;II;5 a 9;8;3;0,24;0
11/2023;HEM;2023;11;III;10 a 14;15;4;0,6;2
11/2023;HEM;2023;11;IV;15 a 19;25;9;2,25;1
11/2023;HEM;2023;11;V;20 a 24;40;6;2,4;2
11/2023;HEM;2023;11;VI;25 a 29;55;4;2,2;2
11/2023;HEM;2023;11;VII;30 a 34;75;3;2,25;0
11/2023;HEM;2023;11;VIII;> 34;85;1;0,85;1
11/2023;HJK;2023;11;I;0 a 4;4;91;3,6799999999999997;5
11/2023;HJK;2023;11;II;5 a 9;8;198;15,88;21
11/2023;HJK;2023;11;III;10 a 14;15;246;37,05;13
11/2023;HJK;2023;11;IV;15 a 19;25;235;58,85;27
11/2023;HJK;2023;11;V;20 a 24;40;145;58,0;29
11/2023;HJK;2023;11;VI;25 a 29;55;77;42,4;30
11/2023;HJK;2023;11;VII;30 a 34;75;35;26,35;16
11/2023;HJK;2023;11;VIII;> 34;85;20;17,05;15
11/2023;HJXXIII;2023;11;I;0 a 4;4;15;0,6;0
11/2023;HJXXIII;2023;11;II;5 a 9;8;18;1,44;0
11/2023;HJXXIII;2023;11;III;10 a 14;15;49;7,35;6
11/2023;HJXXIII;2023;11;IV;15 a 19;25;33;8,25;6
11/2023;HJXXIII;2023;11;V;20 a 24;40;24;9,6;7
11/2023;HJXXIII;2023;11;VI;25 a 29;55;12;6,6;8
11/2023;HJXXIII;2023;11;VII;30 a 34;75;5;3,75;4
11/2023;HJXXIII;2023;11;VIII;> 34;85;3;2,55;2
11/2023;HRAD;2023;11;I;0 a 4;4;0;0,0;0
11/2023;HRAD;2023;11;II;5 a 9;8;1;0,08;0
11/2023;HRAD;2023;11;III;10 a 14;15;4;0,6;1
11/2023;HRAD;2023;11;IV;15 a 19;25;3;0,75;0
11/2023;HRAD;2023;11;V;20 a 24;40;3;1,2;2
11/2023;HRAD;2023;11;VI;25 a 29;55;5;2,75;3
11/2023;HRAD;2023;11;VII;30 a 34;75;1;0,75;1
11/2023;HRAD;2023;11;VIII;> 34;85;0;0,0;0
11/2023;HRBJA;2023;11;I;0 a 4;4;1;0,04;1
11/2023;HRBJA;2023;11;II;5 a 9;8;0;0,0;0
11/2023;HRBJA;2023;11;III;10 a 14;15;3;0,45;1
11/2023;HRBJA;2023;11;IV;15 a 19;25;4;1,0;3
11/2023;HRBJA;2023;11;V;20 a 24;40;7;2,8;2
11/2023;HRBJA;2023;11;VI;25 a 29;55;6;3,3;2
11/2023;HRBJA;2023;11;VII;30 a 34;75;3;2,25;2
11/2023;HRBJA;2023;11;VIII;> 34;85;1;0,85;1
11/2023;HRJP;2023;11;I;0 a 4;4;0;0,0;0
11/2023;HRJP;2023;11;II;5 a 9;8;2;0,16;0
11/2023;HRJP;2023;11;III;10 a 14;15;12;1,8;1
11/2023;HRJP;2023;11;IV;15 a 19;25;18;4,5;2
11/2023;HRJP;2023;11;V;20 a 24;40;9;3,6;2
11/2023;HRJP;2023;11;VI;25 a 29;55;6;3,3;1
11/2023;HRJP;2023;11;VII;30 a 34;75;2;1,5;2
11/2023;HRJP;2023;11;VIII;> 34;85;2;1,7;0
11/2023;MOV;2023;11;I;0 a 4;4;1;0,04;1
